,statecode,countycode,fipscode,state,county,year,county_clustered,flu_vaccine,flu_vaccine_aian,flu_vaccine_asian,flu_vaccine_black,flu_vaccine_hispanic,flu_vaccine_white,access_to_exercise_opp,preventable_hospital_stay,air_pollution,drinking_water_violation,income_inequality,life_expectancy,life_expectancy_aian,life_expectancy_asian,life_expectancy_black,life_expectancy_hispanic,life_expectancy_white,life_expectancy_nhopi,diabetes,hiv,obesity,limited_access_healthy_food,food_insecurity,insufficient_sleep,alcohol_impair_drive_death,drug_overdose,smoking,inactivity,access_to_parks,median_household_income,rural,region,state_name
1650,30,29,30029,MT,Flathead County,2025,1.0,0.42,0.33,0.28,,0.3,0.43,0.8118094618,1566.0,6.9,1.0,4.2017639542,77.399583009,,,,106.5937755,77.116279052,,0.07,52.6,0.302,0.0407474313,0.1,0.32,0.4827586207,15.63846326,0.17,0.214,0.2881646655,74150.0,0.514953477,West,Montana
1651,30,31,30031,MT,Gallatin County,2025,1.0,0.5,0.44,0.49,0.31,0.38,0.5,0.8684683927,1495.0,2.3,0.0,4.1611572314,81.959516956,,81.457102021,,94.142669758,81.969941583,,0.066,66.3,0.237,0.043666198,0.09,0.289,0.5384615385,7.1354864206,0.123,0.157,0.0745796907,90942.0,0.3475622058,West,Montana
1652,30,33,30033,MT,Garfield County,2025,0.0,0.21,,,,,0.21,0.0912190963,3542.0,5.2,0.0,4.3694590194,,,,,,,,0.079,0.0,0.32,0.1846598632,0.097,0.325,0.6,,0.175,0.23,0.0912190963,53069.0,1.0,West,Montana
1653,30,35,30035,MT,Glacier County,2025,1.0,0.25,0.25,,,,0.24,0.3252286253,2225.0,6.4,0.0,7.5037389056,66.896537593,61.085196886,,,,79.54031437,,0.142,,0.362,0.1511312702,0.194,0.403,0.4814814815,29.225523624,0.304,0.325,0.0518943243,51416.0,1.0,West,Montana
1654,30,37,30037,MT,Golden Valley County,2025,1.0,0.22,,,,,0.22,0.0279465371,,5.0,0.0,3.706609861,,,,,,,,0.091,,0.341,0.4033149202,0.134,0.341,0.25,,0.2,0.253,0.0279465371,47927.0,1.0,West,Montana
1655,30,39,30039,MT,Granite County,2025,1.0,0.41,,,,,0.4,0.3705046842,1066.0,,1.0,4.2847864976,79.946527913,,,,,79.466954532,,0.081,,0.324,0.3382061349,0.129,0.331,0.4166666667,,0.174,0.229,0.3705046842,65695.0,1.0,West,Montana
1656,30,41,30041,MT,Hill County,2025,1.0,0.28,0.18,,,,0.29,0.7180084616,2024.0,5.8,0.0,4.0123182332,72.943315083,64.22423571,,,,75.906978523,,0.095,,0.349,0.2140679944,0.125,0.36,0.5,20.574015019,0.201,0.251,0.0,51435.0,0.397510577,West,Montana
1657,30,43,30043,MT,Jefferson County,2025,1.0,0.46,,,,,0.46,0.5122052131,941.0,5.9,1.0,3.7359313483,76.303142965,,,,,75.740130187,,0.073,72.0,0.294,0.1084976282,0.089,0.309,0.4117647059,,0.137,0.187,0.231940422,85163.0,1.0,West,Montana
1658,30,45,30045,MT,Judith Basin County,2025,1.0,0.28,,,,,0.28,0.1186356896,,4.6,0.0,5.1216216216,82.002774002,,,,,81.597497189,,0.079,,0.334,0.2216499104,0.128,0.319,0.5,,0.158,0.22,0.1186356896,57166.0,1.0,West,Montana
1659,30,47,30047,MT,Lake County,2025,1.0,0.34,0.15,,,0.32,0.37,0.6277381641,1762.0,8.5,1.0,5.1948240519,75.757086733,64.303988332,,,,78.578910223,,0.091,82.2,0.339,0.0191122257,0.138,0.338,0.5,30.248664887,0.187,0.24,0.1177169654,60882.0,0.8212886234,West,Montana
1660,30,49,30049,MT,Lewis and Clark County,2025,1.0,0.5,0.31,0.47,0.33,0.17,0.5,0.7314049005,1983.0,7.6,1.0,4.2218419051,78.319761072,,,,79.398141354,78.486337725,,0.065,55.6,0.301,0.0426664264,0.102,0.281,0.2424242424,13.870651551,0.113,0.15,0.2591689798,76816.0,0.2619728629,West,Montana
1661,30,51,30051,MT,Liberty County,2025,0.0,0.35,,,,,0.35,0.4476773864,1782.0,5.4,1.0,4.5975371065,84.678907638,,,,,84.394262881,,0.101,0.0,0.374,0.1920860387,0.174,0.375,0.0,,0.251,0.303,,60846.0,1.0,West,Montana
1662,30,53,30053,MT,Lincoln County,2025,1.0,0.2,,,,,0.2,0.5923667226,1410.0,13.8,1.0,4.5554177183,76.285370108,,,,,75.996325981,,0.086,31.7,0.309,0.0271282305,0.156,0.367,0.4,,0.212,0.253,0.033846623,51941.0,0.7793871017,West,Montana
1663,30,55,30055,MT,McCone County,2025,0.0,0.32,,,,,0.32,0.0850202429,1458.0,4.9,0.0,3.8254384672,83.474112161,,,,,,,0.071,,0.342,0.1278664836,0.067,0.333,0.5,,0.151,0.196,0.0526315789,56696.0,1.0,West,Montana
1664,30,57,30057,MT,Madison County,2025,1.0,0.19,,,,,0.19,0.2994317523,1389.0,5.2,1.0,3.3638288979,80.287657954,,,,,79.773137596,,0.071,72.6,0.265,0.0986164738,0.094,0.3,0.2666666667,,0.147,0.194,0.1046039661,73316.0,1.0,West,Montana
1665,30,59,30059,MT,Meagher County,2025,1.0,0.11,,,,,0.11,0.7768552154,1703.0,4.5,0.0,5.1859912052,80.761717897,,,,,80.019493532,,0.074,,0.337,0.4104686675,0.11,0.313,0.5,,0.142,0.197,0.1453035807,55193.0,1.0,West,Montana
1666,30,61,30061,MT,Mineral County,2025,1.0,0.29,,,,,0.29,0.9422271224,2307.0,8.4,0.0,4.3580053259,77.369157078,,,,,76.725760757,,0.081,,0.351,0.0908933125,0.136,0.344,0.2941176471,,0.175,0.217,0.8848952591,58832.0,1.0,West,Montana
1667,30,63,30063,MT,Missoula County,2025,1.0,0.55,0.4,0.44,0.33,0.28,0.56,0.9091687726,1599.0,8.7,1.0,4.5136410991,78.569755887,66.42249742,99.852572428,,84.303973726,78.841628571,,0.071,126.3,0.292,0.0496694494,0.112,0.279,0.36,16.841338031,0.138,0.175,0.4414613049,72882.0,0.2528196605,West,Montana
1668,30,65,30065,MT,Musselshell County,2025,1.0,0.25,,,,,0.25,0.5190274841,940.0,5.7,0.0,4.3687697161,76.145663336,,,,,75.736511185,,0.082,,0.333,0.1278634687,0.118,0.348,0.2857142857,,0.178,0.237,0.0069767442,55991.0,1.0,West,Montana
1669,30,67,30067,MT,Park County,2025,1.0,0.31,0.27,,,,0.31,0.7537083358,1934.0,5.1,0.0,4.4453004622,78.087854423,,,,,78.211860461,,0.072,82.8,0.277,0.1239862457,0.107,0.302,0.5,26.911173904,0.15,0.207,0.272293642,63958.0,0.4561107556,West,Montana
1670,30,69,30069,MT,Petroleum County,2025,0.0,0.29,,,,,0.29,0.1008064516,,5.3,0.0,4.1250086957,,,,,,,,0.078,0.0,0.328,0.2959427228,0.08,0.329,,,0.163,0.214,0.1008064516,50164.0,1.0,West,Montana
1671,30,71,30071,MT,Phillips County,2025,1.0,0.28,0.13,,,,0.28,0.6082523121,2681.0,6.3,0.0,4.1558739882,74.991894091,,,,,78.848939577,,0.077,0.0,0.394,0.1328401644,0.1,0.36,0.3333333333,,0.16,0.22,0.0331989566,53212.0,1.0,West,Montana
1672,30,73,30073,MT,Pondera County,2025,1.0,0.27,0.36,,,,0.27,0.4662597491,1253.0,5.8,1.0,4.9351877479,76.637745018,,,,,80.724548841,,0.088,,0.344,0.1292075666,0.154,0.343,0.5,,0.182,0.234,0.0,47659.0,1.0,West,Montana
1673,30,75,30075,MT,Powder River County,2025,0.0,0.33,,,,,0.33,0.5472255018,,7.6,0.0,4.3053459832,77.454000414,,,,,,,0.084,,0.332,0.2078099438,0.116,0.347,0.3333333333,,0.204,0.25,0.1576151122,56746.0,1.0,West,Montana
1674,30,77,30077,MT,Powell County,2025,1.0,0.31,,,,,0.31,0.8328534408,2399.0,5.8,0.0,3.8922880155,75.827236007,,,,,75.785782277,,0.086,94.8,0.327,0.0586681959,0.107,0.354,0.4,,0.194,0.247,0.4530665131,61354.0,1.0,West,Montana
1675,30,79,30079,MT,Prairie County,2025,1.0,0.26,,,,,0.26,,,5.0,,5.6106708268,,,,,,,,0.103,0.0,0.365,0.3475935827,0.16,0.34,0.0,,0.211,0.278,,52555.0,1.0,West,Montana
1676,30,81,30081,MT,Ravalli County,2025,1.0,0.36,0.44,0.36,,0.4,0.36,0.6239416852,950.0,5.8,0.0,3.9941543614,78.877957035,,,,82.679429186,78.747569683,,0.071,53.3,0.327,0.0089281896,0.112,0.325,0.3793103448,13.019043968,0.129,0.176,0.0623670032,70624.0,0.8444786526,West,Montana
1677,30,83,30083,MT,Richland County,2025,1.0,0.45,,,,,0.46,0.5491254025,961.0,4.3,1.0,4.112244898,76.192745982,,,,,75.618959378,,0.078,,0.357,0.1158605524,0.103,0.328,0.3333333333,,0.156,0.219,0.0024366896,74540.0,0.4324253764,West,Montana
1678,30,85,30085,MT,Roosevelt County,2025,1.0,0.3,0.3,,,,0.3,0.3762275338,2988.0,5.3,0.0,6.8369633728,60.434540366,52.902110445,,,,76.187049053,,0.13,,0.406,0.083279013,0.187,0.425,0.7142857143,33.995735081,0.285,0.303,0.0019455253,51596.0,1.0,West,Montana
1679,30,87,30087,MT,Rosebud County,2025,1.0,0.24,0.26,,,,0.24,0.5093048385,3221.0,5.9,1.0,5.6300987437,65.900872768,51.674007941,,,,77.836218066,,0.108,,0.397,0.1070959929,0.159,0.37,0.4,,0.239,0.29,0.2258374355,60218.0,1.0,West,Montana
1680,30,89,30089,MT,Sanders County,2025,1.0,0.2,,,,,0.2,0.7813709677,1336.0,8.9,0.0,4.339815676,75.010324454,,,,,74.79912002,,0.086,58.8,0.353,0.12960023,0.149,0.345,0.6153846154,,0.171,0.223,0.4699193548,54599.0,1.0,West,Montana
1681,30,91,30091,MT,Sheridan County,2025,1.0,0.37,0.33,,,,0.37,0.6320994631,2808.0,5.3,0.0,4.5698826454,76.569456695,,,,,76.702373141,,0.074,,0.327,0.1181043075,0.107,0.299,0.75,,0.133,0.188,0.1124611472,58094.0,1.0,West,Montana
1682,30,93,30093,MT,Silver Bow County,2025,1.0,0.51,0.38,,,0.36,0.51,0.8386701961,1387.0,6.5,0.0,4.9340883855,74.112969697,,,,,74.092861689,,0.081,77.4,0.298,0.0219057785,0.135,0.328,0.1764705882,45.003234607,0.153,0.219,0.2037685367,58406.0,0.1387584322,West,Montana
1683,30,95,30095,MT,Stillwater County,2025,1.0,0.35,,,,,0.35,0.3716389602,877.0,5.6,0.0,4.5118891487,77.481282524,,,,,77.042956342,,0.068,62.9,0.319,0.0399996732,0.097,0.329,0.4545454545,,0.116,0.183,0.0228718063,81392.0,1.0,West,Montana
1684,30,97,30097,MT,Sweet Grass County,2025,1.0,0.27,,,,,0.27,0.7281131049,2718.0,4.7,0.0,3.5728635402,80.308983759,,,,,80.439030016,,0.073,0.0,0.321,0.0510409488,0.085,0.315,0.25,,0.134,0.187,0.0636215334,70052.0,1.0,West,Montana
1685,30,99,30099,MT,Teton County,2025,1.0,0.35,,,,,0.35,0.5142948924,1162.0,5.7,0.0,3.4618456664,77.732034315,,,,,78.136018387,,0.076,,0.313,0.1829665654,0.116,0.301,0.75,,0.168,0.221,0.0086733055,71393.0,1.0,West,Montana
1686,30,101,30101,MT,Toole County,2025,1.0,0.18,,,,,0.18,0.6602293301,1248.0,5.8,0.0,4.3315433649,74.315788534,,,,,74.744365051,,0.088,,0.351,0.0788929092,0.12,0.321,0.0,,0.203,0.255,0.1575135788,52399.0,1.0,West,Montana
1687,30,103,30103,MT,Treasure County,2025,0.0,0.48,,,,,0.49,,,6.0,0.0,3.4094796435,,,,,,,,0.076,0.0,0.31,0.4478764481,0.109,0.306,0.5,,0.143,0.198,,61560.0,1.0,West,Montana
1688,30,105,30105,MT,Valley County,2025,1.0,0.22,0.26,,,,0.22,0.5934283452,1982.0,5.6,0.0,3.4810424311,76.436047673,,,,,78.512276553,,0.083,,0.361,0.143809041,0.118,0.334,0.3076923077,,0.158,0.227,0.0663763526,63507.0,1.0,West,Montana
1689,30,107,30107,MT,Wheatland County,2025,1.0,0.17,,,,,0.17,0.6060898985,554.0,4.7,0.0,7.8011948746,75.267773945,,,,,75.527200029,,0.09,0.0,0.354,0.1634464986,0.145,0.336,0.0,,0.188,0.251,0.0618656356,47545.0,1.0,West,Montana
1690,30,109,30109,MT,Wibaux County,2025,0.0,0.31,,,,,0.31,,1973.0,4.4,0.0,3.7311196356,,,,,,,,0.083,0.0,0.345,0.442493412,0.127,0.343,0.0,,0.184,0.244,,56108.0,1.0,West,Montana
1691,30,111,30111,MT,Yellowstone County,2025,1.0,0.53,0.4,0.49,0.28,0.44,0.53,0.8105578185,2165.0,7.1,1.0,4.2213964231,75.909624386,61.871687373,,,72.142059627,76.743613912,,0.082,74.9,0.346,0.0636633623,0.105,0.356,0.4528301887,24.200580814,0.174,0.215,0.4239699874,70221.0,0.1648445041,West,Montana
1692,31,0,31000,NE,Nebraska,2025,,0.5,0.3,0.5,0.41,0.35,0.5,0.8475511648,2231.0,6.0,0.2,4.2099967057,78.092409559,65.953102895,87.019662683,72.430554892,83.062171724,78.189105618,,0.097,148.9,0.356,0.0564935861,0.136,0.315,0.3231292517,11.125940018,0.136,0.241,0.5277404481,74727.0,0.2699464289,Midwest,Nebraska
1693,31,1,31001,NE,Adams County,2025,1.0,0.58,,0.63,,0.31,0.59,0.8492228809,1914.0,6.2,1.0,5.202515421,76.780800319,,,,86.317504945,76.42227892,,0.096,27.1,0.407,0.121812124,0.144,0.304,0.3684210526,12.859255449,0.151,0.246,0.5799711585,66695.0,0.205031245,Midwest,Nebraska
1694,31,3,31003,NE,Antelope County,2025,1.0,0.29,,,,,0.29,0.3383637808,3581.0,6.0,0.0,3.7251240152,79.778051085,,,,,79.411172511,,0.089,0.0,0.408,0.0386425173,0.14,0.305,0.0,,0.151,0.247,0.0012708499,65907.0,1.0,Midwest,Nebraska
1695,31,5,31005,NE,Arthur County,2025,0.0,0.42,,,,,0.42,,2329.0,5.3,,3.9145396825,,,,,,,,0.093,0.0,0.39,0.3444976116,0.133,0.305,,,0.139,0.238,,54974.0,1.0,Midwest,Nebraska
1696,31,7,31007,NE,Banner County,2025,0.0,0.3,,,,,0.29,0.0504451039,,5.5,0.0,3.1917625403,,,,,,,,0.09,,0.39,0.2754575834,0.138,0.293,0.0,,0.123,0.221,0.0504451039,67307.0,1.0,Midwest,Nebraska
1697,31,9,31009,NE,Blaine County,2025,0.0,0.18,,,,,0.18,0.0765661253,,5.2,0.0,3.3537768807,,,,,,,,0.098,0.0,0.394,0.2562499998,0.164,0.336,0.0,,0.166,0.263,0.0765661253,52512.0,1.0,Midwest,Nebraska
1698,31,11,31011,NE,Boone County,2025,1.0,0.34,,,,,0.34,0.4335378323,5303.0,6.0,0.0,3.5357224443,79.371433691,,,,,79.089327545,,0.09,,0.353,0.0348522945,0.123,0.302,0.5,,0.155,0.249,,66345.0,1.0,Midwest,Nebraska
1699,31,13,31013,NE,Box Butte County,2025,1.0,0.36,0.41,,,0.29,0.36,0.7663715182,605.0,5.4,0.0,4.9245845093,75.997974929,,,,,75.549670898,,0.098,,0.405,0.0917237936,0.141,0.316,0.1818181818,,0.154,0.249,,66613.0,0.2511529238,Midwest,Nebraska
1700,31,15,31015,NE,Boyd County,2025,1.0,0.31,,,,,0.3,0.0193370166,3147.0,5.4,0.0,4.7845028785,75.392911813,,,,,75.933243715,,0.097,0.0,0.407,0.1229698054,0.142,0.309,1.0,,0.169,0.254,0.0193370166,49077.0,1.0,Midwest,Nebraska
1701,31,17,31017,NE,Brown County,2025,1.0,0.13,,,,,0.13,0.8070961075,2420.0,5.1,0.0,4.0678777941,75.607265041,,,,,75.647553885,,0.094,,0.406,0.0413335149,0.136,0.331,0.0,,0.148,0.253,0.1277988288,58896.0,1.0,Midwest,Nebraska
1702,31,19,31019,NE,Buffalo County,2025,1.0,0.57,,0.38,,0.39,0.58,0.8423847935,2339.0,6.2,0.0,4.4158569634,79.862093143,,,,82.87365793,79.480424235,,0.102,40.0,0.434,0.0945365372,0.137,0.338,0.1739130435,9.2691291653,0.178,0.267,0.613449405,76686.0,0.3106381279,Midwest,Nebraska
1703,31,21,31021,NE,Burt County,2025,1.0,0.31,,,,,0.31,0.5554894377,1409.0,7.1,0.0,3.9332406603,75.382478186,,,,,75.349021229,,0.097,,0.406,0.0021647016,0.155,0.341,0.1818181818,,0.16,0.247,0.0242487355,67113.0,1.0,Midwest,Nebraska
1704,31,23,31023,NE,Butler County,2025,1.0,0.5,,,,,0.5,0.4575218067,2035.0,6.8,1.0,4.105326152,79.075115754,,,,,79.30010503,,0.084,,0.394,0.0419740045,0.119,0.315,0.25,,0.143,0.238,,74710.0,1.0,Midwest,Nebraska
1705,31,25,31025,NE,Cass County,2025,1.0,0.52,,,,,0.52,0.5896307993,2580.0,7.8,1.0,3.807815106,78.061705089,,,,,77.785335544,,0.083,,0.381,0.0324840302,0.115,0.296,0.5128205128,,0.129,0.222,0.3050981277,83291.0,0.7497932175,Midwest,Nebraska
1706,31,27,31027,NE,Cedar County,2025,1.0,0.36,,,,,0.36,0.538902148,2392.0,6.3,0.0,3.5931811037,80.202845909,,,,,79.950070511,,0.088,,0.404,0.0458977696,0.11,0.301,0.2307692308,,0.16,0.244,0.1871121718,69895.0,1.0,Midwest,Nebraska
1707,31,29,31029,NE,Chase County,2025,1.0,0.15,,,,,0.15,0.6503981505,2313.0,5.7,0.0,3.7713784732,77.443693938,,,,,76.627600558,,0.1,,0.385,0.0879093281,0.127,0.319,0.6666666667,,0.165,0.268,0.0621628564,67334.0,1.0,Midwest,Nebraska
1708,31,31,31031,NE,Cherry County,2025,1.0,0.1,,,,,0.1,0.6654445463,1416.0,4.9,0.0,3.6092152806,77.154646732,,,,,77.693704634,,0.108,,0.42,0.1085286382,0.135,0.347,0.5,,0.199,0.289,0.0986251146,55132.0,1.0,Midwest,Nebraska
1709,31,33,31033,NE,Cheyenne County,2025,1.0,0.3,,,,0.26,0.31,0.6511406844,1176.0,5.7,0.0,4.2098658099,75.171011475,,,,,75.648743356,,0.097,,0.412,0.0542355155,0.152,0.354,0.5833333333,,0.158,0.267,0.534643008,60177.0,0.3417828475,Midwest,Nebraska
1710,31,35,31035,NE,Clay County,2025,1.0,0.41,,,,,0.41,0.3989187418,1636.0,6.3,1.0,4.132244143,78.111944024,,,,,78.065948263,,0.099,,0.442,0.0805555283,0.127,0.313,0.4285714286,,0.172,0.275,,67568.0,1.0,Midwest,Nebraska
1711,31,37,31037,NE,Colfax County,2025,1.0,0.44,,,,0.24,0.45,0.7697977698,1352.0,6.8,0.0,3.2551226417,82.026627673,,,,85.161171128,80.260966998,,0.122,,0.388,0.0931774984,0.119,0.337,0.4444444444,,0.161,0.315,0.2886032886,70792.0,0.3836703837,Midwest,Nebraska
1712,31,39,31039,NE,Cuming County,2025,1.0,0.28,,,,,0.28,0.7176300899,2593.0,7.0,1.0,3.3664176256,79.122013428,,,,,79.166109833,,0.097,,0.397,0.0519063123,0.122,0.31,0.3333333333,,0.16,0.264,0.3068900477,65814.0,1.0,Midwest,Nebraska
1713,31,41,31041,NE,Custer County,2025,1.0,0.39,,,,,0.39,0.5366524419,3369.0,5.9,1.0,4.0065255451,77.925425227,,,,,77.805129207,,0.096,57.2,0.387,0.1441157386,0.143,0.333,0.25,,0.164,0.261,0.3247984827,65151.0,1.0,Midwest,Nebraska
1714,31,43,31043,NE,Dakota County,2025,1.0,0.43,,,,0.15,0.45,0.8672041516,2153.0,7.0,0.0,3.6841133005,76.52932838,,,,,76.22836315,,0.127,,0.458,0.0493878976,0.136,0.347,0.2857142857,,0.172,0.336,0.6232045223,70126.0,0.2060513391,Midwest,Nebraska
1715,31,45,31045,NE,Dawes County,2025,1.0,0.36,0.45,,,,0.35,0.8979143798,1812.0,4.8,1.0,4.1292176769,75.912921873,,,,,76.420074021,,0.097,0.0,0.395,0.0970132127,0.136,0.348,0.8,,0.156,0.243,0.7591169655,54925.0,0.3987071594,Midwest,Nebraska
1716,31,47,31047,NE,Dawson County,2025,1.0,0.32,,,,0.24,0.32,0.8591928995,2717.0,6.1,0.0,4.0033176004,77.384415026,,,,79.542169736,77.194636055,,0.119,36.5,0.414,0.1457305741,0.148,0.331,0.380952381,,0.167,0.32,0.3616606528,67619.0,0.5670855626,Midwest,Nebraska
1717,31,49,31049,NE,Deuel County,2025,1.0,0.19,,,,,0.19,0.6006528836,2370.0,5.7,0.0,3.9282980081,79.940169898,,,,,,,0.097,0.0,0.385,0.0788251127,0.134,0.319,0.5,,0.141,0.239,,58676.0,1.0,Midwest,Nebraska
1718,31,51,31051,NE,Dixon County,2025,1.0,0.45,,,,0.17,0.48,0.4803781663,2577.0,6.6,1.0,4.3189282627,78.908422104,,,,,79.396662214,,0.102,,0.405,0.1037470015,0.129,0.328,0.5,,0.161,0.264,0.1667855869,67521.0,1.0,Midwest,Nebraska
1719,31,53,31053,NE,Dodge County,2025,1.0,0.62,,,,0.15,0.62,0.8812118277,2362.0,7.4,0.0,3.5118649925,76.180903678,,,,85.220242899,75.757936279,,0.096,42.5,0.387,0.0823925165,0.138,0.316,0.3243243243,,0.164,0.269,0.5533672344,66833.0,0.2387870961,Midwest,Nebraska
1720,31,55,31055,NE,Douglas County,2025,1.0,0.61,0.31,0.53,0.42,0.37,0.63,0.9743296278,2066.0,7.3,0.0,4.4764810134,77.726567974,64.952941183,86.514826402,70.752182333,82.800627387,78.2798335,,0.1,95.5,0.358,0.0232883957,0.131,0.322,0.3446601942,17.070838826,0.141,0.243,0.7704995158,77747.0,0.0243616195,Midwest,Nebraska
1721,31,57,31057,NE,Dundy County,2025,1.0,0.06,,,,,0.06,0.3561064087,5909.0,5.8,0.0,4.4388796492,,,,,,,,0.095,0.0,0.412,0.1718341288,0.142,0.341,0.5,,0.165,0.258,0.0096735187,55818.0,1.0,Midwest,Nebraska
1722,31,59,31059,NE,Fillmore County,2025,1.0,0.36,,,,,0.36,0.6591605116,1434.0,6.5,0.0,4.0418293532,79.123837491,,,,,79.095085878,,0.091,,0.389,0.0700335498,0.124,0.318,0.1666666667,,0.157,0.243,0.0724193839,69021.0,1.0,Midwest,Nebraska
1723,31,61,31061,NE,Franklin County,2025,1.0,0.26,,,,,0.26,0.3942540672,938.0,6.0,0.0,4.5589858844,73.111766384,,,,,73.551597508,,0.099,,0.423,0.1350050006,0.157,0.338,0.0,,0.179,0.279,,58346.0,1.0,Midwest,Nebraska
1724,31,63,31063,NE,Frontier County,2025,1.0,0.4,,,,,0.4,0.6077808654,2074.0,5.8,0.0,4.2412071211,79.595790149,,,,,79.713239259,,0.097,,0.406,0.0838417091,0.152,0.324,1.0,,0.172,0.26,0.0468439857,62676.0,1.0,Midwest,Nebraska
1725,31,65,31065,NE,Furnas County,2025,1.0,0.35,,,,,0.35,0.6486194996,3016.0,5.9,0.0,4.3899422918,76.989038765,,,,,76.28149866,,0.1,,0.414,0.0100894178,0.147,0.319,,,0.182,0.259,,59530.0,1.0,Midwest,Nebraska
1726,31,67,31067,NE,Gage County,2025,1.0,0.4,,,,,0.4,0.6520917803,1126.0,7.3,0.0,4.0607603417,76.346156395,,,,,76.242113553,,0.102,,0.426,0.0836792878,0.156,0.313,0.5,,0.179,0.288,0.0878179137,66947.0,0.4405639513,Midwest,Nebraska
1727,31,69,31069,NE,Garden County,2025,1.0,0.16,,,,,0.16,0.6184631804,4701.0,5.4,0.0,3.2852854039,76.6305116,,,,,76.529582547,,0.107,0.0,0.423,0.0945170252,0.141,0.339,0.5,,0.193,0.299,0.0827107791,44135.0,1.0,Midwest,Nebraska
1728,31,71,31071,NE,Garfield County,2025,1.0,0.27,,,,,0.27,0.7175951462,3149.0,5.5,0.0,4.5151917796,77.070854017,,,,,76.769408214,,0.085,,0.379,0.0293901,0.134,0.308,0.0,,0.138,0.212,0.6745725317,51135.0,1.0,Midwest,Nebraska
1729,31,73,31073,NE,Gosper County,2025,1.0,0.42,,,,,0.42,0.2688853671,1118.0,5.9,0.0,4.1332908367,75.772533442,,,,,74.959937593,,0.09,0.0,0.387,0.1198262131,0.114,0.32,0.25,,0.147,0.241,0.1827786582,73056.0,1.0,Midwest,Nebraska
1730,31,75,31075,NE,Grant County,2025,0.0,0.2,,,,,0.2,0.0720130933,,5.1,0.0,4.96668,,,,,,,,0.084,0.0,0.366,0.190371856,0.136,0.304,1.0,,0.119,0.211,,63607.0,1.0,Midwest,Nebraska
1731,31,77,31077,NE,Greeley County,2025,1.0,0.33,,,,,0.33,,1643.0,5.8,1.0,4.0066119305,81.22338743,,,,,81.421778185,,0.09,0.0,0.381,0.2060102065,0.141,0.338,0.6666666667,,0.162,0.252,,60686.0,1.0,Midwest,Nebraska
1732,31,79,31079,NE,Hall County,2025,1.0,0.56,,0.61,0.35,0.38,0.57,0.8884490023,2569.0,5.6,0.0,4.1628508379,77.248436615,,,82.240677516,81.771146527,77.019966114,,0.11,71.7,0.38,0.0703707593,0.148,0.348,0.2857142857,8.1035525975,0.156,0.312,0.7057794737,69725.0,0.1239526194,Midwest,Nebraska
1733,31,81,31081,NE,Hamilton County,2025,1.0,0.54,,,,,0.54,0.6291229187,2577.0,6.2,1.0,3.2115706709,78.930915213,,,,,78.757070661,,0.09,0.0,0.417,0.0273607659,0.111,0.347,0.2,,0.137,0.222,0.2622759572,84805.0,1.0,Midwest,Nebraska
1734,31,83,31083,NE,Harlan County,2025,1.0,0.25,,,,,0.25,0.4718516108,1583.0,5.9,0.0,5.501358861,76.842055716,,,,,76.666825986,,0.088,0.0,0.366,0.0253072144,0.128,0.325,0.5,,0.153,0.229,0.2772534982,63159.0,1.0,Midwest,Nebraska
1735,31,85,31085,NE,Hayes County,2025,0.0,0.48,,,,,0.48,,,5.7,0.0,4.0893864986,,,,,,,,0.106,0.0,0.405,0.4443266184,0.154,0.326,0.0,,0.176,0.277,,59966.0,1.0,Midwest,Nebraska
1736,31,87,31087,NE,Hitchcock County,2025,1.0,0.34,,,,,0.34,0.248088685,2747.0,5.8,0.0,4.2469312861,75.568706175,,,,,74.992562392,,0.1,,0.434,0.3760158398,0.157,0.328,0.4,,0.183,0.281,,55551.0,1.0,Midwest,Nebraska
1737,31,89,31089,NE,Holt County,2025,1.0,0.17,,,,,0.17,0.6312827096,3776.0,5.7,0.0,4.1675929267,78.920812042,,,,,78.812116732,,0.099,,0.392,0.0853274309,0.133,0.338,0.0,,0.161,0.256,0.0305124914,65815.0,1.0,Midwest,Nebraska
1738,31,91,31091,NE,Hooker County,2025,0.0,0.45,,,,,0.45,1.0,,5.1,0.0,3.6488161694,,,,,,,,0.092,0.0,0.399,0.3272450517,0.143,0.333,,,0.168,0.248,,53010.0,1.0,Midwest,Nebraska
1739,31,93,31093,NE,Howard County,2025,1.0,0.28,,,,,0.28,0.536988417,1650.0,5.9,0.0,3.4987224758,79.659756575,,,,,79.410229361,,0.088,,0.381,0.0512324455,0.119,0.307,0.2857142857,,0.146,0.229,0.0328957529,68795.0,1.0,Midwest,Nebraska
1740,31,95,31095,NE,Jefferson County,2025,1.0,0.27,,,,,0.26,0.5649171271,1141.0,6.9,1.0,3.8833438397,76.597714069,,,,,76.351801178,,0.099,,0.399,0.0988604347,0.154,0.323,0.2222222222,,0.166,0.27,0.0070441989,63707.0,0.4459944751,Midwest,Nebraska
1741,31,97,31097,NE,Johnson County,2025,1.0,0.3,,,,,0.31,0.570510397,2897.0,7.3,0.0,3.8438617004,77.862027866,,,,,77.399306461,,0.098,0.0,0.403,0.0585218528,0.133,0.327,0.4,,0.149,0.242,,64134.0,1.0,Midwest,Nebraska
